TF,SHAP_diff
ATF1,-0.00012230075205012843
ATF2,9.085330002382209e-05
ATF3,-0.00013424072443611438
ATF5,0.0007941686944382024
BACH2,0.00014313899751256773
BATF,0.0026791430238273916
BCL11A,7.874526901444645e-05
BHLHE41,1.3335218548396879e-05
CEBPA,0.00015778014386754401
CEBPB,-8.865325380539712e-05
CEBPD,0.00018045570356758168
CEBPG,-8.830477219460894e-05
CREB3,-1.0102338140682246e-05
CREB3L2,-6.185785209160896e-05
CREB3L3,-0.012941024332718123
CREBZF,1.4248239176499945e-05
DBP,-1.4147985891372374e-05
E2F1,0.00021452340733070643
E2F2,0.0006979758077232669
E2F4,0.00030128099773360745
E2F6,-1.591498555077047e-05
E2F7,-0.00024865753348291887
E2F8,-0.00043123832785316684
EGR1,-0.00010997038674545015
ELF1,-0.000315283059251589
ELF3,7.557583848308522e-05
ELF4,0.00013315689220284356
ELK1,5.689997784702348e-05
ELK3,-0.0004665255468851284
ELK4,0.0006615722277888607
EOMES,-0.0029684746854288695
ESRRA,3.8521456589016656e-05
ETS1,-0.0014699315131843512
ETS2,5.5357041673712406e-05
ETV2,-2.901573778631629e-05
ETV3,-5.8397053110782485e-05
ETV4,-0.00016355224225203256
ETV5,1.511253147127391e-05
ETV6,-6.807297131945616e-05
ETV7,-0.00013366835365326377
FLI1,0.00037537851786098933
FOS,-0.016192930173491674
FOSB,-0.0514527138366154
FOSL2,-0.00040202944679988597
FOXM1,0.01058168632077076
FOXP3,-0.0009669551628871083
GABPA,-0.00033724761414215943
GATA1,1.0346179159751505e-05
GATA2,-0.0001198578734775398
GATA3,0.000806523459183266
GFI1B,0.0001145754865792785
GMEB1,-0.00010637293716925704
GTF3A,-0.0051660370387818285
HES1,2.4916633989733414e-06
HMGA1,0.00022097524649340597
HNF1B,0.0007887207346416215
HOXA10,0.00015568674528187364
HOXA9,7.74176126140848e-05
HOXB2,-0.0006415723816831059
HOXC5,-8.652008419472146e-05
HOXC9,-5.2767914319111394e-05
IKZF1,0.00033608460108053664
IKZF2,-0.00010499562005637043
IRF1,-0.00038500803398123704
IRF3,6.098598445038319e-05
IRF5,0.0006024310592507471
IRF7,-2.9445468456312997e-05
IRF8,-0.0004287315339528351
JUN,-0.018464954418051776
JUND,0.1471301083387424
KLF12,7.362894505272486e-05
KLF13,-0.0007817397405919236
KLF2,-0.001551589667723561
KLF4,4.901047999838282e-05
KLF6,0.016318799224541998
LEF1,0.0005056515558165557
LHX1,-6.261183964904214e-05
MAFB,0.0001806459793040481
MAFF,9.829898386965746e-05
MAFG,0.0010144544611060168
MAFK,-2.3162411797789078e-05
MBD2,9.734889468654824e-05
MBNL2,-5.408314756588632e-05
MITF,0.00010437758780095147
MSC,0.001499407992767754
MXD4,-0.007828570149401423
MYC,0.000568431328262024
NCOA1,-8.731612804067389e-05
NFATC2,-0.0001610795543532032
NFE2,4.2252036741943934e-05
NFE2L3,0.00038439591952062094
NFIA,9.331785354203451e-05
NFKB1,0.005724537317081765
NFKB2,0.00013782376138148935
NFYB,-0.0003682733223739918
NFYC,-0.0005500329190438768
NHLH1,8.889199991388478e-05
NR2C2,-3.796347158695974e-05
NR3C1,-8.486798284750142e-06
ONECUT2,-1.9509535539873555e-05
OTX2,9.759726443195281e-05
PATZ1,-3.7399074612869297e-06
PAX2,6.975581098424735e-05
PBX1,0.00024725134485789
POU2F1,8.362062016321259e-05
POU2F2,0.00024518900558148583
POU6F1,6.03732554175869e-05
PPARG,-0.0017683270140620468
PURA,0.0007708285877373136
RARA,-0.0003844762242740293
REL,-8.841683207335002e-05
RELB,0.00017290626136278955
RFX5,1.1318139815547976e-05
RORC,0.00014201062281009435
RXRA,2.5116938339183357e-05
SETDB1,0.0001180472834771618
SMAD3,0.00020881804176608304
SOX4,-2.837783737273882e-05
SP3,-0.00010636684905924493
SP4,-9.081812489282665e-05
SPI1,0.0005694138566561143
SPIB,-6.823147901724216e-05
SREBF1,0.00018243287316586684
SREBF2,5.5165653579153236e-06
STAT1,-0.0009353050850756206
STAT5A,0.0006781569150840795
TAL1,2.065653685430375e-05
TBX21,-0.005497578392517778
TCF3,-8.592535904252888e-06
TCF4,0.00023598274052602676
TCF7L1,5.41085153107671e-05
TCF7L2,-0.00010914953040766108
TEAD3,-9.12837249845521e-06
TEAD4,-1.828036817832926e-05
TFAP4,-0.0011278207284305822
TFDP1,-0.0005542967558660595
THAP11,0.0003369505893819879
TLX2,-0.0007811134012363475
TP53,-0.00020569483947453494
TP73,9.278078123560513e-05
VEZF1,6.466422805340605e-05
XBP1,-0.0004928324045846867
YBX1,-0.002260850644497402
YY2,3.15323337389186e-05
ZBTB17,-0.0005121509145993644
ZBTB20,0.00013069446365188324
ZBTB25,-6.099178365272077e-05
ZNF225,6.392206859118361e-05
ZNF35,1.6880335207349143e-05
ZNF354B,0.00012321213322214643
ZNF354C,-0.00012610592546564626
ZNF367,-4.8870148962001545e-05
ZNF407,2.9894753089279856e-05
ZNF580,-0.0006164994230234886
