TF,SHAP_diff
ATF1,-7.162773284931384e-05
ATF2,-2.4669292705990956e-05
ATF3,1.2186208672041055e-05
ATF5,0.0015829649629068515
BACH2,-3.6986790494039565e-05
BATF,0.0025007660178091038
BCL11A,-9.184681318669397e-06
BHLHE41,6.66235845404844e-05
CEBPA,0.0002909467477902033
CEBPB,-5.1111895165372064e-05
CEBPD,9.473141755976077e-05
CEBPG,-0.00020570485555658198
CREB3,-0.00021891107264623643
CREB3L2,8.008647986816358e-05
CREB3L3,0.02202758365515661
CREBZF,4.5355222427443246e-05
DBP,-1.9429902813183255e-05
E2F1,-0.00014838275461606177
E2F2,0.000984519202869685
E2F4,0.00026745073782719834
E2F6,-3.0011206995794377e-05
E2F7,-0.00011663794804936441
E2F8,-0.0005030094377347714
EGR1,-1.1472185494326799e-05
ELF1,-0.0004665940344879179
ELF3,0.00016189622286339058
ELF4,0.0002300990882306375
ELK1,-0.0004987542762153597
ELK3,-0.00041811710021191295
ELK4,0.0013157706224458726
EOMES,0.0021207247294672002
ESRRA,0.00015942735219557556
ETS1,-0.0013171828406577544
ETS2,1.834008788238982e-05
ETV2,3.525640354626041e-05
ETV3,-7.298478370578697e-05
ETV4,0.00020339445504333065
ETV5,1.1769649524181017e-05
ETV6,-0.00015454382981775142
ETV7,-0.0002121873010135374
FLI1,0.0006913904610434595
FOS,-0.0005650047368727718
FOSB,-0.02480661085884928
FOSL2,-2.9076805523082282e-05
FOXM1,-0.00021872275623644572
FOXP3,0.0001678498108967901
GABPA,-9.719441132800305e-05
GATA1,-0.00011301724585854994
GATA2,5.178151828800962e-05
GATA3,0.00029544882895773776
GFI1B,1.128950384211118e-05
GMEB1,-9.034639245030742e-05
GTF3A,-0.004917620018201563
HES1,-0.000229575763232676
HMGA1,0.007364282113791733
HNF1B,-0.00048209047998289193
HOXA10,5.975858532203261e-05
HOXA9,-0.00010842682817504382
HOXB2,0.0002089838998064287
HOXC5,4.011972217570711e-05
HOXC9,-9.133191221504528e-06
IKZF1,8.205660552658092e-05
IKZF2,-0.00013262947915304932
IRF1,-0.00011796312811960662
IRF3,-0.0001055631253044793
IRF5,0.0006501680253538417
IRF7,3.118589680782646e-05
IRF8,0.00037413883077058724
JUN,-0.00498264414168066
JUND,0.08735826429745511
KLF12,0.00035263835358357166
KLF13,-0.000753932373221191
KLF2,-0.005057769104061793
KLF4,-0.00010759493963688731
KLF6,0.007152438508032844
LEF1,0.00017630800856048996
LHX1,9.04371637840631e-05
MAFB,0.0001805973968864336
MAFF,0.0002186418163366354
MAFG,0.0009656729975130263
MAFK,9.416448420871401e-06
MBD2,0.00045225188850886417
MBNL2,-0.0004666827731405114
MITF,-5.347202450792431e-05
MSC,0.0005986817830669414
MXD4,-0.009722053657872196
MYC,0.0008926605480032071
NCOA1,0.00041213607155168755
NFATC2,0.0007664094732214414
NFE2,-4.0978627034339395e-05
NFE2L3,0.0011686680676957575
NFIA,1.8936407371665218e-06
NFKB1,0.00815155027517071
NFKB2,3.761494921654707e-05
NFYB,-0.00042864400421968525
NFYC,-0.0005445515280908669
NHLH1,5.800977776307677e-05
NR2C2,0.00018348471378910484
NR3C1,0.00020274632007679923
ONECUT2,0.00020756725179821845
OTX2,6.81867308191502e-05
PATZ1,-4.9022694392699996e-05
PAX2,0.00015035902020662498
PBX1,0.00011466021112374253
POU2F1,0.00038381332725806477
POU2F2,0.0007973985030509032
POU6F1,5.118827901540663e-05
PPARG,0.0004004940987851796
PURA,0.0011204422858972405
RARA,2.2223230888803933e-05
REL,1.3278600696935513e-05
RELB,0.00036799060606693585
RFX5,-2.0108351724239924e-05
RORC,0.0011398834289121557
RXRA,0.00013813952184201124
SETDB1,0.00010596970769112356
SMAD3,0.0005492963342206667
SOX4,5.404971622423286e-05
SP3,3.089571930264111e-05
SP4,0.00017968595560531313
SPI1,0.0014794483796548505
SPIB,-0.0001612514157932959
SREBF1,0.0002797545729850457
SREBF2,0.0005872994659715523
STAT1,-0.0007309361327738746
STAT5A,0.0021391177365630678
TAL1,-0.00015028835789308853
TBX21,0.0008436445528262355
TCF3,3.938512197059265e-05
TCF4,-0.0001861632061319003
TCF7L1,2.1824626660756577e-05
TCF7L2,7.543365247425299e-05
TEAD3,2.5140194005776718e-05
TEAD4,0.0001781205656954551
TFAP4,-0.000527421200238305
TFDP1,-0.0006218171143744434
THAP11,-0.0001491362719526521
TLX2,0.0007990151497576034
TP53,-0.00018067629408427684
TP73,3.2936873398837524e-05
VEZF1,2.4829304274995346e-05
XBP1,-8.44807635301173e-05
YBX1,-0.0020273697387338356
YY2,0.00010954946408103721
ZBTB17,-7.272558005031981e-05
ZBTB20,-0.00037992239940015866
ZBTB25,2.7557521542264353e-05
ZNF225,3.48369535828203e-05
ZNF35,0.00011717968073743724
ZNF354B,0.0003672260183169157
ZNF354C,-4.239300202832294e-05
ZNF367,-1.7393054154238176e-05
ZNF407,0.0006692814254096518
ZNF580,-0.00043273469881902093
