TF,SHAP_diff
ATF1,-1.3259490079414716e-05
ATF2,2.2346162033180248e-05
ATF3,0.0003421682679425592
ATF5,0.0007011588084175093
BACH2,-4.408866958992838e-05
BATF,0.0007362353599722237
BCL11A,-2.5889171056715344e-05
BHLHE41,4.048713050064408e-05
CEBPA,6.853887815737612e-05
CEBPB,5.314600082136035e-07
CEBPD,8.730022169922547e-05
CEBPG,8.103357499333185e-06
CREB3,-7.389744646940562e-05
CREB3L2,8.313691038946883e-05
CREB3L3,0.004388289313970083
CREBZF,-1.0868097138751886e-05
DBP,3.3984816163122498e-06
E2F1,0.00016741503758363084
E2F2,0.00022643122426786752
E2F4,0.0002634585467566715
E2F6,8.630929786188074e-05
E2F7,-0.0001445961767503188
E2F8,-0.00011108485727408653
EGR1,-6.183349232658511e-05
ELF1,0.00023005464958746053
ELF3,3.765020865152346e-05
ELF4,7.419553386252154e-05
ELK1,8.099289036894914e-05
ELK3,2.0172321465192284e-05
ELK4,-7.43170515363112e-06
EOMES,-0.0007805157917847059
ESRRA,-1.6746846345426466e-05
ETS1,-2.11972047007213e-05
ETS2,2.114351723673513e-05
ETV2,-1.4356960140974162e-05
ETV3,-7.132608083268207e-05
ETV4,2.3527740398669363e-05
ETV5,-8.33456963248374e-05
ETV6,1.5133048271177378e-05
ETV7,-0.00010936885988242347
FLI1,0.00017948664240449272
FOS,0.004744325026303685
FOSB,0.026347050408334488
FOSL2,0.00018604714485763972
FOXM1,-0.0012104850941744862
FOXP3,-0.0001401503892851985
GABPA,0.0001257670432746365
GATA1,0.00015742521443145484
GATA2,-3.2069479060250854e-05
GATA3,0.00010066518353138204
GFI1B,0.0001463405086148247
GMEB1,-9.931328022002802e-05
GTF3A,-0.004400080173050623
HES1,6.310965036547343e-05
HMGA1,0.0008952745030455093
HNF1B,5.9581860404133036e-05
HOXA10,0.00038921602785339923
HOXA9,-4.92532347374263e-05
HOXB2,-0.00015644443563159855
HOXC5,-2.7284675939926998e-05
HOXC9,-7.16711673576835e-05
IKZF1,-0.00031724314598349074
IKZF2,-3.537554380001566e-05
IRF1,-6.283243912333064e-05
IRF3,-6.054702902459785e-05
IRF5,0.000321411282250308
IRF7,3.357470827509601e-06
IRF8,-0.0001151423264699876
JUN,0.010729527302349174
JUND,0.0017250534408701777
KLF12,-5.6753554513487025e-05
KLF13,-1.8266492759647292e-05
KLF2,-0.00047901686632880776
KLF4,-1.506570798130403e-05
KLF6,-0.0006664707057236977
LEF1,-0.00025522954408064636
LHX1,-3.2349704955225676e-05
MAFB,2.5890954823462017e-05
MAFF,0.00010985773428205691
MAFG,5.3258392134765005e-05
MAFK,-4.972627650311227e-05
MBD2,-6.094614710533683e-05
MBNL2,9.433114242142397e-06
MITF,4.5395177094114616e-05
MSC,0.000825888400423808
MXD4,-0.0034441694096099917
MYC,0.00013708836427823754
NCOA1,-5.559116215572062e-05
NFATC2,-2.384597100119619e-05
NFE2,-3.58119823403668e-05
NFE2L3,-0.00019800149555892176
NFIA,8.050934330256906e-05
NFKB1,0.00013479790614243317
NFKB2,-6.092483486798414e-05
NFYB,-0.00018332962943670006
NFYC,0.0002302512780847092
NHLH1,-1.2004140091829256e-05
NR2C2,-2.6935979484658094e-05
NR3C1,-4.721191575860254e-05
ONECUT2,-5.496909666552798e-05
OTX2,4.6776297321933106e-05
PATZ1,-4.7100135012735725e-05
PAX2,-0.00012597775866920752
PBX1,8.067429294993133e-05
POU2F1,3.867712980577604e-05
POU2F2,0.00022925126606383864
POU6F1,1.0461905139057727e-05
PPARG,1.8433237741310494e-06
PURA,2.8607124123995572e-05
RARA,-3.847736437052324e-05
REL,-4.943003660268783e-05
RELB,-0.00016130218522074266
RFX5,1.4682816213800956e-06
RORC,0.0003845320863034178
RXRA,-4.1289441778623046e-05
SETDB1,1.5151813442227138e-05
SMAD3,-5.810706118227401e-06
SOX4,-6.204294281376075e-05
SP3,-3.262809334685841e-05
SP4,-2.4383109188013357e-05
SPI1,8.555181355280043e-05
SPIB,-7.346875958562894e-05
SREBF1,2.580495098956442e-05
SREBF2,1.1114029154798366e-05
STAT1,-2.3454829048652343e-05
STAT5A,0.000948985057206584
TAL1,6.664930305478974e-05
TBX21,-0.0023161602231233577
TCF3,3.896067602289314e-05
TCF4,-5.656157933580115e-05
TCF7L1,1.1826657507585e-05
TCF7L2,1.4313767384375323e-05
TEAD3,1.998796789339659e-05
TEAD4,7.831372340497616e-05
TFAP4,2.7607796668566804e-05
TFDP1,-6.245095672387094e-05
THAP11,-4.263000263213628e-05
TLX2,0.0002072678536371486
TP53,-0.0001568873861343452
TP73,3.419776402924922e-05
VEZF1,-0.00015123325421248756
XBP1,0.0004929264373316567
YBX1,-0.0025959120328744563
YY2,1.1800327117355646e-05
ZBTB17,6.35043563375022e-05
ZBTB20,-0.00013398159907693972
ZBTB25,-2.828434872743582e-05
ZNF225,-8.009321597068634e-06
ZNF35,-3.584388439800887e-05
ZNF354B,4.652077206963039e-05
ZNF354C,2.2031723134973505e-05
ZNF367,-0.00015003961423940836
ZNF407,-7.704138584994711e-06
ZNF580,0.00016157581980256325
