TF,SHAP_diff
ATF1,-1.3120901363419335e-05
ATF2,0.00013593194730181744
ATF3,-0.00019428424368404947
ATF5,0.0011159024168787284
BACH2,3.458921533330859e-07
BATF,-0.0008201100729173502
BCL11A,4.7368966775431735e-05
BHLHE41,3.2586361382046645e-05
CEBPA,0.0001294027282386457
CEBPB,2.5846348390571e-05
CEBPD,1.583752456631449e-05
CEBPG,-3.8020979939751705e-05
CREB3,-3.705063193087477e-05
CREB3L2,7.0082518944566055e-06
CREB3L3,0.0034528249176062325
CREBZF,0.00011813297695703861
DBP,-2.6207404311817524e-05
E2F1,0.00022473240334633436
E2F2,0.00021748255038872336
E2F4,7.577368945396674e-05
E2F6,3.379574910586222e-05
E2F7,-1.9497386261640642e-06
E2F8,-0.00021594803347880375
EGR1,-8.171340344024812e-06
ELF1,1.355797079852398e-05
ELF3,-0.00016575641991917195
ELF4,-2.7642532026260535e-05
ELK1,-1.2907659492910823e-05
ELK3,0.00028384017345118255
ELK4,-0.00015498391246134322
EOMES,-0.0016863186045460395
ESRRA,-1.5307216975955077e-05
ETS1,0.00011058342845833876
ETS2,-5.964941944172919e-05
ETV2,-8.58079658930501e-06
ETV3,-2.743567570993095e-05
ETV4,-9.82499041134273e-05
ETV5,-6.522170169420924e-05
ETV6,1.840374823197895e-05
ETV7,-0.00014760000226365146
FLI1,0.00042928096638458584
FOS,0.008686430211677669
FOSB,0.0118031950624211
FOSL2,0.00023045123751458965
FOXM1,-0.005758855939344602
FOXP3,-0.0002553173080544706
GABPA,-0.00017243999700050297
GATA1,4.674914280131043e-05
GATA2,0.00012166159655624848
GATA3,5.67714241532263e-05
GFI1B,-2.828820910285404e-05
GMEB1,-0.0003163417579900013
GTF3A,-0.01617189157409329
HES1,-1.3527714803651344e-05
HMGA1,-0.015145874016312582
HNF1B,0.00045043390307511434
HOXA10,-0.0002092587829651829
HOXA9,3.992797346814765e-05
HOXB2,-0.00015639566421844097
HOXC5,3.6327034454029046e-05
HOXC9,-2.936496274589228e-05
IKZF1,0.0003508489531428685
IKZF2,1.6276483445394246e-05
IRF1,0.0006066373968861195
IRF3,0.00013083096265336543
IRF5,8.179145798061997e-05
IRF7,5.4464414455214e-05
IRF8,-0.00015468498888803638
JUN,0.01482304330767319
JUND,0.016324854937444757
KLF12,-6.04630937855925e-05
KLF13,0.0002470150700855329
KLF2,0.02539796095723739
KLF4,-2.5495019545993122e-06
KLF6,-0.0007254166511106719
LEF1,0.00016267514793261658
LHX1,0.00032750580726951785
MAFB,-0.00012743005682522152
MAFF,2.2809505875822932e-05
MAFG,-0.00019408885517239018
MAFK,-1.3494696142239641e-05
MBD2,-7.48791467450281e-05
MBNL2,1.8012890687262778e-05
MITF,1.194273348089697e-05
MSC,-0.0003255927971511402
MXD4,0.0023690942342756713
MYC,-0.00045902741965011336
NCOA1,5.110726700847667e-05
NFATC2,-0.0007707593733481691
NFE2,9.634901015202535e-05
NFE2L3,0.00013085684110711635
NFIA,1.669354849915303e-05
NFKB1,-0.00021899905422655144
NFKB2,8.599854922437121e-06
NFYB,0.00027618776381058315
NFYC,0.0003422072077901811
NHLH1,5.6857359835314805e-05
NR2C2,-7.09542033475328e-05
NR3C1,9.27415777790384e-06
ONECUT2,-6.309710185278243e-05
OTX2,-6.467077749339222e-05
PATZ1,-2.5496264070080657e-05
PAX2,5.6886270008187355e-05
PBX1,-3.077356167760651e-05
POU2F1,0.00032785585705270257
POU2F2,0.0005578170742318306
POU6F1,-3.79152219483946e-05
PPARG,-0.0006095556675583476
PURA,-0.00013480140288473007
RARA,-0.00012642970038647397
REL,-1.585711932269606e-05
RELB,-0.0004793848816082247
RFX5,7.483116584088579e-05
RORC,0.0004254109322508159
RXRA,-7.972907224473576e-05
SETDB1,-3.028179768045569e-05
SMAD3,7.054627290305757e-05
SOX4,-6.117240472519484e-05
SP3,-9.061229913576404e-05
SP4,3.1409733677329024e-05
SPI1,-0.0006057776407782287
SPIB,5.959692985036588e-05
SREBF1,-8.231107667100751e-06
SREBF2,-0.00029199736042593693
STAT1,0.00029129169363895113
STAT5A,0.006701716101561065
TAL1,5.593176901599337e-05
TBX21,-0.005364822405700616
TCF3,-0.00015275240630474864
TCF4,1.4376663445494915e-05
TCF7L1,-3.383499254728311e-05
TCF7L2,-9.718947569396379e-05
TEAD3,0.00014977466014852228
TEAD4,-0.0002506182162880622
TFAP4,0.00039030583119341084
TFDP1,-0.0001909871790167503
THAP11,8.685999349012821e-05
TLX2,0.0005422783421452095
TP53,3.677136125925105e-05
TP73,5.440987711196132e-05
VEZF1,-6.62390387254624e-05
XBP1,-0.0005106831261849816
YBX1,-0.001672639414911451
YY2,3.377061718184354e-05
ZBTB17,0.00016669630116488218
ZBTB20,-1.8199813456361305e-05
ZBTB25,-4.961509843254819e-05
ZNF225,6.93670229348184e-05
ZNF35,3.13756591007854e-05
ZNF354B,-0.00010197535264876129
ZNF354C,0.00012138429327383113
ZNF367,-5.969429753132185e-05
ZNF407,-2.8780160280616818e-05
ZNF580,5.7913966597981166e-05
