TF,SHAP_diff
ATF1,1.0581353730876561e-05
ATF2,-0.00023566353320323736
ATF3,3.6030531518340584e-05
ATF5,0.0007125014535893323
BACH2,0.0001387749681214591
BATF,-5.923106754222629e-05
BCL11A,0.00010850540542245698
BHLHE41,2.013798312668047e-05
CEBPA,0.00010218893252529578
CEBPB,-7.405308526340852e-05
CEBPD,-6.215693662377843e-05
CEBPG,5.257926802297801e-05
CREB3,-8.666292344714926e-05
CREB3L2,0.0003498632291879036
CREB3L3,0.005259601936478319
CREBZF,-0.0008090541603831304
DBP,-3.339385652987829e-05
E2F1,-9.28815782418139e-06
E2F2,-0.00017035546979828973
E2F4,-0.0004863857142350499
E2F6,-4.4621723307825396e-05
E2F7,0.00020469935577022605
E2F8,0.0003917366389280425
EGR1,-8.43994920358141e-05
ELF1,0.0009170423545262076
ELF3,-9.401765254192742e-06
ELF4,0.00034917018049082286
ELK1,-1.565819729613269e-05
ELK3,-0.0006331226937077612
ELK4,0.0010884829923668194
EOMES,-0.0006043477549067176
ESRRA,2.076182201869643e-05
ETS1,-0.0010419849662298088
ETS2,4.012405199346109e-05
ETV2,2.6917111100579643e-05
ETV3,7.075368944149961e-05
ETV4,-2.3491869178878955e-05
ETV5,-3.3696952050002084e-05
ETV6,-0.00020904265453796487
ETV7,-6.393713410736252e-05
FLI1,-0.0003395515255272671
FOS,-0.003333791942930037
FOSB,0.019454198409796165
FOSL2,-0.0009182025876936929
FOXM1,-0.00427470039275543
FOXP3,-0.00019058101980592014
GABPA,-0.00015643098645255567
GATA1,-5.633064240006874e-05
GATA2,-0.00029380622855779804
GATA3,-0.00017238120801530798
GFI1B,6.253390810576571e-05
GMEB1,0.0001972484999775324
GTF3A,-0.005466348536613631
HES1,-0.00013138735247448876
HMGA1,0.008187600848136828
HNF1B,0.0014850989170036148
HOXA10,5.474110577235776e-05
HOXA9,-0.00017060029406434755
HOXB2,-5.324893314222334e-06
HOXC5,-0.00021457858988642342
HOXC9,-4.55753463019498e-05
IKZF1,0.0003341831492827529
IKZF2,8.720439114015493e-05
IRF1,-0.0001919088345198014
IRF3,-0.00020372931919028901
IRF5,0.00027342887419008397
IRF7,2.891770734105077e-05
IRF8,0.00028175095345488676
JUN,-0.009614827013539239
JUND,0.025743890108596512
KLF12,0.00025474163020217664
KLF13,-0.0003914867415248357
KLF2,-0.01333691228794805
KLF4,-1.3684050541785425e-06
KLF6,0.019931838549357324
LEF1,0.0006648303904392479
LHX1,-0.00025245538978132165
MAFB,-6.811791675005931e-05
MAFF,-8.971316325162153e-05
MAFG,0.000264910794164381
MAFK,4.074013564790818e-06
MBD2,2.3078581452470293e-05
MBNL2,-0.0010687182618970097
MITF,-0.00037909184787757053
MSC,0.00047136880085618237
MXD4,0.0036765739153955808
MYC,0.0008078215491331303
NCOA1,5.299533428561013e-05
NFATC2,0.0026135032080193063
NFE2,5.681692979792537e-06
NFE2L3,0.0002806544390164262
NFIA,8.074961715155876e-05
NFKB1,0.002398970253332365
NFKB2,2.5239458062621074e-05
NFYB,-0.0009454938723960931
NFYC,-0.00022208597047382726
NHLH1,0.00024155120639553592
NR2C2,-8.2129403283274e-05
NR3C1,0.0008945888641827685
ONECUT2,1.0376043727720396e-05
OTX2,-3.9042888406600276e-05
PATZ1,0.00011038960736954768
PAX2,0.0001312831219649165
PBX1,-0.0001088733170026106
POU2F1,8.290132722091879e-05
POU2F2,-0.0008404682162702043
POU6F1,-0.00028295282761031074
PPARG,-0.00015782747372015515
PURA,7.4094870773578e-07
RARA,0.00023986376915822316
REL,-0.00029993594170235003
RELB,-3.110941114029429e-05
RFX5,-4.160457574814961e-05
RORC,-0.0006719722478411789
RXRA,-2.0874031234700126e-05
SETDB1,0.00021159703713068226
SMAD3,0.0006918839732147536
SOX4,-8.626649557319169e-05
SP3,-0.00020345537740986937
SP4,0.0013395584340813887
SPI1,6.363505118775999e-05
SPIB,0.00013429195143516067
SREBF1,0.00019166028499776157
SREBF2,0.0009087793178721153
STAT1,-0.00041224144075404886
STAT5A,-0.003911223177851614
TAL1,-0.00015074583727305545
TBX21,-0.0021613832923835052
TCF3,1.4208804558477324e-05
TCF4,-0.00022175832435320465
TCF7L1,3.598486258798934e-05
TCF7L2,3.2810801932796175e-05
TEAD3,0.00015009720449988753
TEAD4,-3.9713342936905114e-05
TFAP4,-0.00045312751720509223
TFDP1,5.5125531764891206e-05
THAP11,3.266027620103845e-05
TLX2,-0.00031265814845802197
TP53,-2.989444587674905e-05
TP73,5.239632936860887e-06
VEZF1,0.00017116097623853582
XBP1,0.0007636457781349817
YBX1,0.0035306236254460687
YY2,3.586879629479017e-05
ZBTB17,-3.342249152829195e-05
ZBTB20,-0.0005690920270479391
ZBTB25,0.00012541066543690982
ZNF225,0.00016227049499856577
ZNF35,7.893615536025582e-05
ZNF354B,0.0001251312707844535
ZNF354C,8.105040070809056e-05
ZNF367,4.560474455692106e-05
ZNF407,0.00075423007010484
ZNF580,2.201567719343261e-05
