TF,SHAP_diff
ATF1,-0.00025937078342985265
ATF2,-0.00012075808616675485
ATF3,-0.0002547237142561282
ATF5,-0.00043745469823338245
BACH2,0.00017339076840679332
BATF,0.0025263311656674916
BCL11A,3.0241598728442947e-05
BHLHE41,6.960437172479452e-05
CEBPA,-7.242573025400965e-05
CEBPB,-0.00028153313216047976
CEBPD,0.00015647226933903415
CEBPG,-1.859978941342203e-05
CREB3,-0.0011161183520263058
CREB3L2,6.890560344675802e-05
CREB3L3,0.0024023436467144697
CREBZF,-0.00024651045315332733
DBP,-0.00013396764464289473
E2F1,-0.0012660675165159145
E2F2,-0.0005996543577333794
E2F4,-0.00010335871209451905
E2F6,9.573039439845043e-05
E2F7,-0.0005363961657234732
E2F8,-0.0005310737661788872
EGR1,-0.0006802375874951581
ELF1,5.441410810259991e-05
ELF3,0.0001211593415987138
ELF4,3.2273194017637596e-05
ELK1,-2.868035747362184e-05
ELK3,-0.0008480350220338884
ELK4,0.0010646077174598237
EOMES,-0.0003916838983159096
ESRRA,-0.0004337901418806513
ETS1,-0.0034407271901243036
ETS2,-5.426213438271942e-05
ETV2,9.708818920051829e-05
ETV3,-0.0003097131204141
ETV4,3.865324473073535e-05
ETV5,0.00027461247151055844
ETV6,-0.0002798587348388185
ETV7,-0.0007650963293875543
FLI1,0.0008834172604710135
FOS,-0.018623378546741787
FOSB,-0.001463424302444687
FOSL2,1.5657865558194897e-06
FOXM1,-0.013042856311290606
FOXP3,-0.0009356383234014689
GABPA,-0.00039948323484233976
GATA1,-4.366562933141639e-05
GATA2,-3.320568278037062e-05
GATA3,-0.00021743916301696466
GFI1B,0.00019981899841265674
GMEB1,-0.0002584364681763755
GTF3A,0.03814115099536612
HES1,-0.00032704183968169107
HMGA1,0.029673289624556416
HNF1B,0.00040416111554223203
HOXA10,0.001957687573812033
HOXA9,0.00048354865544621557
HOXB2,-2.163791788227541e-05
HOXC5,0.0002673772343924851
HOXC9,-1.5241249285926703e-05
IKZF1,-0.0006670808949248111
IKZF2,0.00011626221830508989
IRF1,-0.0005954507286567235
IRF3,-0.0005773531079741153
IRF5,-8.555418769160033e-05
IRF7,-0.00011767136703269588
IRF8,0.00021376465149603943
JUN,-0.020876066249769905
JUND,-0.12864246561001655
KLF12,0.00020641179297584708
KLF13,-0.0026227766973853373
KLF2,0.0020764465626428425
KLF4,5.452813527961721e-05
KLF6,-0.007372899898823284
LEF1,0.0001115723927943546
LHX1,-0.00018362312547933824
MAFB,-0.0002590750906903207
MAFF,-0.00020935270446237867
MAFG,0.0031155957480017084
MAFK,0.00024673053823960205
MBD2,-0.0008098182477529587
MBNL2,-0.00038288137467402006
MITF,-6.615981464810572e-05
MSC,0.0019005382256804043
MXD4,-0.04779518439888068
MYC,0.002252764165226893
NCOA1,-5.0714895629143755e-05
NFATC2,0.002903075303347431
NFE2,0.0002512854631700617
NFE2L3,0.0005683526827894407
NFIA,0.00016860924417543525
NFKB1,0.007359714737725009
NFKB2,0.00020789591925924
NFYB,-0.0034103993071872805
NFYC,-0.001827451941505963
NHLH1,-0.0001948420923554125
NR2C2,0.0009668385779906901
NR3C1,-0.0007107000559304045
ONECUT2,0.0001011868230238076
OTX2,0.00011239473834087
PATZ1,5.278644312229093e-05
PAX2,9.237337082375734e-05
PBX1,4.5557552102746155e-05
POU2F1,-8.81392247283241e-05
POU2F2,-0.0006854066733540039
POU6F1,-3.915967437126407e-06
PPARG,0.0004409085350150589
PURA,0.003508134801999993
RARA,0.00011920871188493055
REL,0.0008853696156603059
RELB,9.76139710211988e-06
RFX5,-9.162411281645372e-06
RORC,0.00015899702252853234
RXRA,0.00016924117822096364
SETDB1,0.00046398736232093114
SMAD3,0.0002217058811678371
SOX4,5.3693900643256645e-05
SP3,0.00043124319844609646
SP4,-4.086840468089033e-05
SPI1,7.771995534301344e-05
SPIB,0.00014236972727144082
SREBF1,0.0010100296400876343
SREBF2,0.0002827965603854095
STAT1,0.0007029974417455171
STAT5A,-0.00966945415955095
TAL1,-0.00019300577052112696
TBX21,0.0052267938427314215
TCF3,0.00025164718467414785
TCF4,-0.00034939157916826153
TCF7L1,0.00015317664131547955
TCF7L2,0.00012141921874731944
TEAD3,3.3630924427302246e-05
TEAD4,-2.9119278774990926e-05
TFAP4,-0.0019138488486392293
TFDP1,0.00012801273089732513
THAP11,-0.0016673706892226877
TLX2,-0.0001030708962934341
TP53,-0.000363657067190858
TP73,0.00023471954588071196
VEZF1,2.973796969952912e-05
XBP1,-0.00023657357384360194
YBX1,-0.03194372589829512
YY2,-2.8481142026055278e-05
ZBTB17,-0.0005460581127659283
ZBTB20,-2.8832301302505106e-05
ZBTB25,0.00021229251615831324
ZNF225,-0.00010993800737189608
ZNF35,9.691924029945085e-06
ZNF354B,0.00019334792360053347
ZNF354C,9.07493989588117e-05
ZNF367,7.509864116893123e-05
ZNF407,0.0013660059995184962
ZNF580,-0.0005360947270133883
